Date,Survey.Country,Downloads.Internal,Website,STATCompiler,Spatial.Data.Repository,Mobile.App,Downloads.External
2022-02-01,Zambia,279,113,48,25,16,113
2022-03-01,Zambia,0,163,58,40,20,0
2022-04-01,Zambia,0,87,56,22,0,0
2022-05-01,Zambia,215,82,0,23,10,65
2022-06-01,Zambia,231,112,49,28,10,81
2022-07-01,Zambia,135,119,40,21,0,81
2022-08-01,Zambia,151,0,29,17,9,133
2022-09-01,Zambia,155,101,45,20,12,87
2022-10-01,Zambia,161,107,51,17,10,103
2022-11-01,Zambia,269,0,42,20,12,119
2022-12-01,Zambia,163,129,0,20,21,129
2023-01-01,Zambia,238,120,48,20,14,104
2023-02-01,Zambia,306,178,0,29,18,216
2023-03-01,Zambia,336,215,56,0,12,199
2013-09-01,Rwanda,193,150,43,21,8,78
2013-10-01,Rwanda,195,84,38,19,11,87
2013-11-01,Rwanda,206,134,50,24,12,149
2013-12-01,Rwanda,223,103,49,19,25,133
2014-01-01,Rwanda,188,136,69,19,20,107
2014-02-01,Rwanda,279,134,54,29,17,240
2014-03-01,Rwanda,210,120,60,23,17,155
2014-04-01,Rwanda,268,143,54,33,20,288
2014-05-01,Rwanda,319,83,56,24,12,199
2014-06-01,Rwanda,241,114,61,20,11,254
2014-07-01,Rwanda,141,118,43,15,10,75
2014-08-01,Rwanda,187,0,48,18,14,119
2014-09-01,Rwanda,167,74,31,20,13,173
2014-10-01,Rwanda,251,79,59,31,14,197
2014-11-01,Rwanda,227,148,37,32,12,151
2014-12-01,Rwanda,229,92,56,27,18,141
2015-01-01,Rwanda,270,99,72,29,17,163
2015-02-01,Rwanda,317,157,70,32,21,229
2015-03-01,Rwanda,252,137,60,30,18,163
2015-04-01,Rwanda,0,122,48,22,17,0
2015-05-01,Rwanda,207,110,52,26,17,119
2015-06-01,Rwanda,276,153,49,23,17,108
2015-07-01,Rwanda,192,82,45,24,11,123
2015-08-01,Rwanda,185,108,34,0,12,167
2015-09-01,Rwanda,225,119,66,20,20,111
2015-10-01,Rwanda,215,0,66,33,15,142
2015-11-01,Rwanda,417,235,74,28,10,209
2015-12-01,Rwanda,295,178,45,45,18,216
2016-01-01,Rwanda,233,141,63,27,15,200
2016-02-01,Rwanda,230,0,62,34,14,91
2016-03-01,Rwanda,338,157,60,27,18,158
2016-04-01,Rwanda,271,131,75,18,16,144
2016-05-01,Rwanda,254,142,55,28,15,188
2016-06-01,Rwanda,171,156,37,28,13,138
2016-07-01,Rwanda,159,100,46,23,11,116
2016-08-01,Rwanda,236,130,48,20,12,86
2016-09-01,Rwanda,195,124,34,21,0,85
2016-10-01,Rwanda,273,137,46,19,12,144
2016-11-01,Rwanda,216,0,72,22,13,126
2016-12-01,Rwanda,258,144,55,23,17,135
2017-01-01,Rwanda,352,117,58,26,19,296
2017-02-01,Rwanda,273,116,68,33,0,169
2017-03-01,Rwanda,263,149,56,24,24,151
2017-04-01,Rwanda,278,175,62,45,16,204
2017-05-01,Rwanda,302,81,45,28,16,253
2017-06-01,Rwanda,252,126,62,26,15,161
2017-07-01,Rwanda,180,121,45,22,16,101
2017-08-01,Rwanda,221,113,47,25,12,134
2017-09-01,Rwanda,211,113,37,20,11,181
2017-10-01,Rwanda,273,142,68,29,27,179
2017-11-01,Rwanda,283,200,54,34,16,141
2017-12-01,Rwanda,315,173,54,39,27,230
2018-01-01,Rwanda,285,174,76,37,17,185
2018-02-01,Rwanda,360,253,0,35,17,164
2018-03-01,Rwanda,201,135,58,41,23,94
2018-04-01,Rwanda,303,125,82,35,19,130
2018-05-01,Rwanda,296,137,69,30,15,172
2018-06-01,Rwanda,248,130,58,27,19,165
2018-07-01,Rwanda,229,120,47,27,10,196
2018-08-01,Rwanda,137,144,43,23,14,108
2018-09-01,Rwanda,265,84,40,19,16,112
2018-10-01,Rwanda,238,119,71,25,18,119
2018-11-01,Rwanda,282,136,65,21,0,186
2018-12-01,Rwanda,229,237,66,25,23,119
2019-01-01,Rwanda,267,143,56,31,15,128
2019-02-01,Rwanda,374,198,84,40,19,167
2019-03-01,Rwanda,257,148,65,29,0,138
2019-04-01,Rwanda,0,178,72,35,36,0
2019-05-01,Rwanda,282,160,65,24,18,148
2019-06-01,Rwanda,254,167,0,27,15,168
2019-07-01,Rwanda,231,124,50,22,11,98
2019-08-01,Rwanda,320,207,73,34,29,208
2019-09-01,Rwanda,274,208,64,25,17,249
2019-10-01,Rwanda,217,190,84,23,0,153
2019-11-01,Rwanda,321,0,86,28,20,240
2019-12-01,Rwanda,231,130,68,23,14,132
2020-01-01,Rwanda,406,155,71,33,21,153
2020-02-01,Rwanda,300,148,116,30,17,130
2020-03-01,Rwanda,0,168,65,35,25,0
2020-04-01,Rwanda,247,128,71,30,24,99
2020-05-01,Rwanda,250,92,63,32,16,209
2020-06-01,Rwanda,271,138,38,35,20,135
2020-07-01,Rwanda,213,149,51,20,14,152
2020-08-01,Rwanda,169,0,41,23,9,116
2020-09-01,Rwanda,208,123,69,19,14,122
2020-10-01,Rwanda,233,147,56,29,0,166
2020-11-01,Rwanda,258,150,65,39,19,151
2020-12-01,Rwanda,295,188,48,25,21,128
2021-01-01,Rwanda,326,142,76,36,0,366
2021-02-01,Rwanda,392,250,89,48,26,398
2021-03-01,Rwanda,346,0,66,0,23,239
2021-04-01,Rwanda,311,203,81,31,20,229
2021-05-01,Rwanda,286,221,74,34,19,180
2021-06-01,Rwanda,233,155,58,23,13,129
2021-07-01,Rwanda,192,95,48,32,16,144
2021-08-01,Rwanda,200,134,40,23,13,122
2021-09-01,Rwanda,0,85,58,32,13,0
2021-10-01,Rwanda,321,129,67,32,15,216
2021-11-01,Rwanda,288,170,76,36,14,189
2021-12-01,Rwanda,291,180,103,34,27,179
2022-01-01,Rwanda,346,167,75,43,14,159
2022-02-01,Rwanda,443,175,75,41,21,389
2022-03-01,Rwanda,235,161,38,41,31,76
2022-04-01,Rwanda,260,155,90,31,21,185
2022-05-01,Rwanda,239,122,76,32,0,153
2022-06-01,Rwanda,296,163,60,27,18,135
2022-07-01,Rwanda,170,128,61,21,25,74
2022-08-01,Rwanda,176,134,40,19,19,133
2022-09-01,Rwanda,272,128,58,25,14,159
2022-10-01,Rwanda,234,152,54,19,15,170
2022-11-01,Rwanda,226,150,51,0,20,82
2022-12-01,Rwanda,321,222,59,45,20,250
2023-01-01,Rwanda,319,167,91,36,24,130
2023-02-01,Rwanda,291,191,76,32,28,197
2023-03-01,Rwanda,447,173,67,44,18,237
2013-09-01,Malawi,124,72,18,18,6,106
2013-10-01,Malawi,226,78,30,18,6,151
2013-11-01,Malawi,0,0,29,0,10,0
2013-12-01,Malawi,176,105,0,16,0,105
2014-01-01,Malawi,200,133,62,12,10,85
2014-02-01,Malawi,224,95,47,0,9,136
2014-03-01,Malawi,200,111,30,31,9,150
2014-04-01,Malawi,169,87,28,20,12,123
2014-05-01,Malawi,194,109,46,0,10,129
2014-06-01,Malawi,148,64,45,24,7,73
2014-07-01,Malawi,191,61,24,18,9,100
2014-08-01,Malawi,106,56,23,9,8,41
2014-09-01,Malawi,154,67,35,16,8,78
2014-10-01,Malawi,0,0,33,11,8,0
2014-11-01,Malawi,108,130,36,19,8,72
2014-12-01,Malawi,0,106,31,18,9,0
2015-01-01,Malawi,169,120,35,19,10,83
2015-02-01,Malawi,227,120,43,0,10,92
2015-03-01,Malawi,176,89,40,0,11,127
2015-04-01,Malawi,0,111,32,21,0,0
2015-05-01,Malawi,0,78,51,16,0,0
2015-06-01,Malawi,166,84,34,13,7,119
2015-07-01,Malawi,0,65,39,11,8,0
2015-08-01,Malawi,124,86,29,11,6,89
2015-09-01,Malawi,178,152,33,19,9,130
2015-10-01,Malawi,196,96,36,22,0,152
2015-11-01,Malawi,0,86,0,21,8,0
2015-12-01,Malawi,144,124,0,21,0,67
2016-01-01,Malawi,139,102,38,17,10,92
2016-02-01,Malawi,225,0,37,21,9,93
2016-03-01,Malawi,153,148,56,16,11,154
2016-04-01,Malawi,173,106,0,15,11,198
2016-05-01,Malawi,156,102,43,14,11,112
2016-06-01,Malawi,163,115,43,17,12,74
2016-07-01,Malawi,166,77,25,17,9,134
2016-08-01,Malawi,122,94,28,0,7,115
2016-09-01,Malawi,131,0,33,0,7,82
2016-10-01,Malawi,131,78,0,16,6,77
2016-11-01,Malawi,156,80,33,0,8,118
2016-12-01,Malawi,131,128,40,22,10,50
2017-01-01,Malawi,181,102,48,0,11,120
2017-02-01,Malawi,210,111,47,24,0,172
2017-03-01,Malawi,176,125,40,24,11,136
2017-04-01,Malawi,0,141,36,15,13,0
2017-05-01,Malawi,163,120,33,18,9,138
2017-06-01,Malawi,174,117,43,20,7,150
2017-07-01,Malawi,220,70,34,16,9,128
2017-08-01,Malawi,173,83,30,10,6,63
2017-09-01,Malawi,114,70,36,18,0,78
2017-10-01,Malawi,182,108,49,22,13,127
2017-11-01,Malawi,228,139,48,0,10,113
2017-12-01,Malawi,181,123,52,32,12,111
2018-01-01,Malawi,155,98,57,20,13,142
2018-02-01,Malawi,283,94,41,0,11,138
2018-03-01,Malawi,195,91,40,0,12,160
2018-04-01,Malawi,174,134,44,21,9,86
2018-05-01,Malawi,148,90,28,17,9,98
2018-06-01,Malawi,143,144,35,17,11,62
2018-07-01,Malawi,179,72,24,0,0,134
2018-08-01,Malawi,114,84,31,19,9,113
2018-09-01,Malawi,162,97,36,13,8,103
2018-10-01,Malawi,125,95,31,24,8,103
2018-11-01,Malawi,174,135,34,20,10,92
2018-12-01,Malawi,0,84,63,21,8,0
2019-01-01,Malawi,190,133,45,23,13,106
2019-02-01,Malawi,276,119,41,0,12,138
2019-03-01,Malawi,193,0,55,23,13,79
2019-04-01,Malawi,186,102,46,20,12,131
2019-05-01,Malawi,189,98,0,0,9,75
2019-06-01,Malawi,142,114,40,0,11,115
2019-07-01,Malawi,173,90,0,19,6,98
2019-08-01,Malawi,147,108,50,21,11,80
2019-09-01,Malawi,171,105,46,30,13,71
2019-10-01,Malawi,184,108,47,17,11,91
2019-11-01,Malawi,0,127,55,19,15,0
2019-12-01,Malawi,218,0,33,20,9,215
2020-01-01,Malawi,219,121,0,29,9,112
2020-02-01,Malawi,197,117,56,0,0,193
2020-03-01,Malawi,236,139,43,25,11,183
2020-04-01,Malawi,238,138,37,22,13,149
2020-05-01,Malawi,193,103,38,26,13,144
2020-06-01,Malawi,205,104,40,18,10,183
2020-07-01,Malawi,173,0,0,23,0,89
2020-08-01,Malawi,145,55,37,13,0,104
2020-09-01,Malawi,0,0,39,16,10,0
2020-10-01,Malawi,171,0,35,19,11,120
2020-11-01,Malawi,0,105,0,17,11,0
2020-12-01,Malawi,185,115,0,0,0,70
2021-01-01,Malawi,223,150,60,0,11,104
2021-02-01,Malawi,287,0,59,32,17,103
2021-03-01,Malawi,259,156,0,24,0,223
2021-04-01,Malawi,217,0,73,0,0,132
2021-05-01,Malawi,247,0,49,0,9,169
2021-06-01,Malawi,121,86,0,0,12,62
2021-07-01,Malawi,178,0,41,17,8,139
2021-08-01,Malawi,119,87,0,14,9,80
2021-09-01,Malawi,151,70,27,25,7,99
2021-10-01,Malawi,0,71,33,16,10,0
2021-11-01,Malawi,193,108,36,21,0,100
2021-12-01,Malawi,215,141,54,20,11,110
2022-01-01,Malawi,221,109,36,27,15,101
2022-02-01,Malawi,230,205,47,23,15,245
2022-03-01,Malawi,214,143,60,34,15,195
2022-04-01,Malawi,0,0,49,23,0,0
2022-05-01,Malawi,253,127,0,25,11,177
2022-06-01,Malawi,0,104,36,16,12,0
2022-07-01,Malawi,0,89,42,20,11,0
2022-08-01,Malawi,156,77,27,12,9,127
2022-09-01,Malawi,0,86,44,20,6,0
2022-10-01,Malawi,143,112,44,23,11,62
2022-11-01,Malawi,211,110,38,25,14,182
2022-12-01,Malawi,205,98,47,27,15,225
2023-01-01,Malawi,249,103,47,0,11,155
2023-02-01,Malawi,190,81,57,31,12,151
2023-03-01,Malawi,294,102,51,26,0,169
2013-09-01,Zimbabwe,145,0,34,9,7,84
2013-10-01,Zimbabwe,137,76,43,12,0,121
2013-11-01,Zimbabwe,119,78,44,14,9,58
2013-12-01,Zimbabwe,161,99,26,14,11,149
2014-01-01,Zimbabwe,0,129,38,25,11,0
2014-02-01,Zimbabwe,0,85,37,21,8,0
2014-03-01,Zimbabwe,215,74,43,0,7,103
2014-04-01,Zimbabwe,0,0,34,19,7,0
2014-05-01,Zimbabwe,0,107,36,13,13,0
2014-06-01,Zimbabwe,160,0,28,0,11,132
2014-07-01,Zimbabwe,149,84,28,13,9,115
2014-08-01,Zimbabwe,0,60,26,18,6,0
2014-09-01,Zimbabwe,139,73,27,11,6,111
2014-10-01,Zimbabwe,110,67,0,18,10,66
2014-11-01,Zimbabwe,0,72,35,0,8,0
2014-12-01,Zimbabwe,145,90,44,22,9,120
2015-01-01,Zimbabwe,170,96,37,15,14,128
2015-02-01,Zimbabwe,200,81,0,18,11,86
2015-03-01,Zimbabwe,159,126,39,17,14,137
2015-04-01,Zimbabwe,162,0,0,20,0,100
2015-05-01,Zimbabwe,131,58,31,0,10,82
2015-06-01,Zimbabwe,146,0,0,13,9,94
2015-07-01,Zimbabwe,126,0,30,12,8,57
2015-08-01,Zimbabwe,118,60,42,11,9,77
2015-09-01,Zimbabwe,102,96,43,23,11,106
2015-10-01,Zimbabwe,158,119,0,0,9,95
2015-11-01,Zimbabwe,163,84,39,17,12,163
2015-12-01,Zimbabwe,194,106,32,22,10,119
2016-01-01,Zimbabwe,0,0,47,18,9,0
2016-02-01,Zimbabwe,211,97,38,19,15,98
2016-03-01,Zimbabwe,184,141,42,0,14,112
2016-04-01,Zimbabwe,136,76,34,15,8,89
2016-05-01,Zimbabwe,156,82,30,15,8,86
2016-06-01,Zimbabwe,138,0,21,19,8,70
2016-07-01,Zimbabwe,174,64,35,16,9,82
2016-08-01,Zimbabwe,128,0,24,11,10,51
2016-09-01,Zimbabwe,113,69,36,12,8,98
2016-10-01,Zimbabwe,101,97,28,13,8,93
2016-11-01,Zimbabwe,139,86,38,15,14,111
2016-12-01,Zimbabwe,0,0,34,18,11,0
2017-01-01,Zimbabwe,0,69,32,19,9,0
2017-02-01,Zimbabwe,152,0,34,23,15,102
2017-03-01,Zimbabwe,173,111,40,24,12,90
2017-04-01,Zimbabwe,228,92,45,15,0,162
2017-05-01,Zimbabwe,196,80,31,21,11,89
2017-06-01,Zimbabwe,164,0,40,0,9,124
2017-07-01,Zimbabwe,148,103,32,16,11,93
2017-08-01,Zimbabwe,105,81,33,13,9,45
2017-09-01,Zimbabwe,120,57,26,11,8,59
2017-10-01,Zimbabwe,0,101,36,20,10,0
2017-11-01,Zimbabwe,0,146,39,16,14,0
2017-12-01,Zimbabwe,0,135,38,20,12,0
2018-01-01,Zimbabwe,209,101,68,23,10,213
2018-02-01,Zimbabwe,162,104,44,24,16,142
2018-03-01,Zimbabwe,145,87,48,0,10,107
2018-04-01,Zimbabwe,183,95,48,19,11,81
2018-05-01,Zimbabwe,147,0,39,13,10,135
2018-06-01,Zimbabwe,169,94,35,22,9,110
2018-07-01,Zimbabwe,146,83,28,13,10,95
2018-08-01,Zimbabwe,90,61,24,16,9,63
2018-09-01,Zimbabwe,204,65,35,12,10,180
2018-10-01,Zimbabwe,137,77,35,13,0,100
2018-11-01,Zimbabwe,162,103,29,0,11,143
2018-12-01,Zimbabwe,0,86,0,22,13,0
2019-01-01,Zimbabwe,208,147,0,0,12,102
2019-02-01,Zimbabwe,170,105,0,23,13,156
2019-03-01,Zimbabwe,220,122,38,21,11,143
2019-04-01,Zimbabwe,181,123,51,23,11,154
2019-05-01,Zimbabwe,189,131,34,0,12,159
2019-06-01,Zimbabwe,157,0,31,17,9,107
2019-07-01,Zimbabwe,148,0,32,17,13,71
2019-08-01,Zimbabwe,255,123,46,24,0,127
2019-09-01,Zimbabwe,179,117,52,26,18,140
2019-10-01,Zimbabwe,245,106,44,18,9,119
2019-11-01,Zimbabwe,172,99,43,21,10,63
2019-12-01,Zimbabwe,206,106,42,14,10,105
2020-01-01,Zimbabwe,180,104,38,0,16,111
2020-02-01,Zimbabwe,0,117,43,19,15,0
2020-03-01,Zimbabwe,259,0,38,20,12,179
2020-04-01,Zimbabwe,154,117,55,0,15,72
2020-05-01,Zimbabwe,157,64,44,18,13,107
2020-06-01,Zimbabwe,132,100,0,16,0,71
2020-07-01,Zimbabwe,118,85,29,16,9,46
2020-08-01,Zimbabwe,148,86,41,15,6,76
2020-09-01,Zimbabwe,117,83,31,14,9,131
2020-10-01,Zimbabwe,0,0,30,17,8,0
2020-11-01,Zimbabwe,170,83,47,20,0,173
2020-12-01,Zimbabwe,175,126,0,19,10,121
2021-01-01,Zimbabwe,282,109,54,21,14,124
2021-02-01,Zimbabwe,267,141,73,42,17,144
2021-03-01,Zimbabwe,323,120,53,25,13,267
2021-04-01,Zimbabwe,269,161,83,40,13,107
2021-05-01,Zimbabwe,212,108,51,17,14,111
2021-06-01,Zimbabwe,165,84,39,16,11,164
2021-07-01,Zimbabwe,184,69,42,20,0,139
2021-08-01,Zimbabwe,0,88,34,14,6,0
2021-09-01,Zimbabwe,122,68,40,17,9,91
2021-10-01,Zimbabwe,154,77,45,15,7,112
2021-11-01,Zimbabwe,152,0,0,0,11,138
2021-12-01,Zimbabwe,204,115,36,20,12,101
2022-01-01,Zimbabwe,186,102,46,15,18,141
2022-02-01,Zimbabwe,227,106,56,18,17,138
2022-03-01,Zimbabwe,165,103,65,18,12,105
2022-04-01,Zimbabwe,223,147,51,21,12,183
2022-05-01,Zimbabwe,185,119,50,16,11,152
2022-06-01,Zimbabwe,211,92,37,19,0,90
2022-07-01,Zimbabwe,153,66,0,20,0,125
2022-08-01,Zimbabwe,110,0,52,16,10,74
2022-09-01,Zimbabwe,129,95,25,20,10,79
2022-10-01,Zimbabwe,0,88,38,21,8,0
2022-11-01,Zimbabwe,272,90,40,21,11,224
2022-12-01,Zimbabwe,206,70,59,21,9,159
2023-01-01,Zimbabwe,212,160,41,28,13,189
2023-02-01,Zimbabwe,348,163,63,15,17,292
2023-03-01,Zimbabwe,247,135,36,27,17,128
2013-09-01,Cambodia,234,160,0,19,13,115
2013-10-01,Cambodia,303,125,52,24,12,151
2013-11-01,Cambodia,253,148,75,19,12,136
2013-12-01,Cambodia,249,119,94,28,15,115
2014-01-01,Cambodia,236,132,57,28,20,164
2014-02-01,Cambodia,284,202,63,28,20,124
2014-03-01,Cambodia,236,142,77,35,13,219
2014-04-01,Cambodia,230,135,80,35,20,177
2014-05-01,Cambodia,218,146,37,32,15,83
2014-06-01,Cambodia,282,137,49,21,16,167
2014-07-01,Cambodia,160,171,55,27,12,119
2014-08-01,Cambodia,154,84,50,19,11,91
2014-09-01,Cambodia,236,128,45,21,13,127
2014-10-01,Cambodia,199,136,88,23,12,196
2014-11-01,Cambodia,219,154,49,17,21,239
2014-12-01,Cambodia,190,159,60,33,16,136
2015-01-01,Cambodia,244,154,46,38,21,116
2015-02-01,Cambodia,418,204,89,35,23,311
2015-03-01,Cambodia,354,165,72,54,16,136
2015-04-01,Cambodia,286,196,65,26,22,156
2015-05-01,Cambodia,296,0,48,20,17,207
2015-06-01,Cambodia,204,166,52,30,12,195
2015-07-01,Cambodia,200,185,0,25,19,86
2015-08-01,Cambodia,159,139,54,20,10,78
2015-09-01,Cambodia,336,164,57,22,18,299
2015-10-01,Cambodia,342,216,79,23,0,163
2015-11-01,Cambodia,366,185,54,38,23,235
2015-12-01,Cambodia,315,213,102,30,21,116
2016-01-01,Cambodia,258,231,64,35,17,180
2016-02-01,Cambodia,302,261,69,41,21,365
2016-03-01,Cambodia,245,233,60,35,22,156
2016-04-01,Cambodia,326,148,66,32,18,217
2016-05-01,Cambodia,0,138,86,32,16,0
2016-06-01,Cambodia,219,95,0,24,22,133
2016-07-01,Cambodia,263,129,39,25,17,123
2016-08-01,Cambodia,226,133,48,21,11,149
2016-09-01,Cambodia,229,0,35,27,15,194
2016-10-01,Cambodia,263,100,40,34,13,229
2016-11-01,Cambodia,290,140,60,28,17,252
2016-12-01,Cambodia,237,190,66,0,14,173
2017-01-01,Cambodia,0,181,89,39,0,0
2017-02-01,Cambodia,357,184,78,38,22,324
2017-03-01,Cambodia,388,139,63,32,20,253
2017-04-01,Cambodia,244,170,87,25,15,154
2017-05-01,Cambodia,292,119,49,37,20,223
2017-06-01,Cambodia,296,161,48,31,20,121
2017-07-01,Cambodia,162,142,81,0,16,89
2017-08-01,Cambodia,215,95,48,20,18,120
2017-09-01,Cambodia,211,147,52,25,15,181
2017-10-01,Cambodia,347,159,103,38,25,125
2017-11-01,Cambodia,283,169,103,35,22,117
2017-12-01,Cambodia,339,156,99,43,27,238
2018-01-01,Cambodia,330,197,88,26,22,201
2018-02-01,Cambodia,283,213,117,34,20,150
2018-03-01,Cambodia,352,171,73,37,22,189
2018-04-01,Cambodia,288,144,83,36,22,164
2018-05-01,Cambodia,244,131,67,38,15,174
2018-06-01,Cambodia,285,156,78,23,0,235
2018-07-01,Cambodia,218,97,57,22,14,149
2018-08-01,Cambodia,193,130,47,33,13,135
2018-09-01,Cambodia,233,133,66,19,15,243
2018-10-01,Cambodia,207,0,71,20,15,91
2018-11-01,Cambodia,231,110,66,33,29,166
2018-12-01,Cambodia,277,171,59,0,21,152
2019-01-01,Cambodia,343,227,66,37,25,195
2019-02-01,Cambodia,0,170,83,41,19,0
2019-03-01,Cambodia,382,185,68,43,21,244
2019-04-01,Cambodia,293,195,95,32,21,148
2019-05-01,Cambodia,297,137,61,0,19,222
2019-06-01,Cambodia,329,144,73,28,18,209
2019-07-01,Cambodia,221,123,64,24,15,138
2019-08-01,Cambodia,325,197,106,36,28,243
2019-09-01,Cambodia,250,179,68,41,22,133
2019-10-01,Cambodia,208,167,78,0,25,140
2019-11-01,Cambodia,304,145,77,32,20,247
2019-12-01,Cambodia,255,159,77,32,27,152
2020-01-01,Cambodia,409,243,66,34,34,296
2020-02-01,Cambodia,443,206,94,32,25,127
2020-03-01,Cambodia,347,220,82,43,30,208
2020-04-01,Cambodia,411,176,79,29,26,270
2020-05-01,Cambodia,0,0,82,27,24,0
2020-06-01,Cambodia,382,206,72,38,25,332
2020-07-01,Cambodia,175,164,52,25,18,90
2020-08-01,Cambodia,207,110,52,26,16,80
2020-09-01,Cambodia,250,145,73,32,14,178
2020-10-01,Cambodia,371,120,50,26,17,275
2020-11-01,Cambodia,356,187,56,33,23,184
2020-12-01,Cambodia,301,131,75,26,19,152
2021-01-01,Cambodia,374,174,79,54,24,206
2021-02-01,Cambodia,521,270,123,46,33,231
2021-03-01,Cambodia,417,205,112,34,19,195
2021-04-01,Cambodia,338,336,76,37,22,118
2021-05-01,Cambodia,286,168,85,28,0,265
2021-06-01,Cambodia,342,168,73,34,25,231
2021-07-01,Cambodia,217,129,47,0,19,100
2021-08-01,Cambodia,271,143,41,20,17,120
2021-09-01,Cambodia,248,122,60,21,15,199
2021-10-01,Cambodia,241,121,57,0,18,219
2021-11-01,Cambodia,295,174,76,30,15,232
2021-12-01,Cambodia,349,170,72,29,33,284
2022-01-01,Cambodia,363,207,66,45,36,174
2022-02-01,Cambodia,291,205,67,36,28,236
2022-03-01,Cambodia,336,179,95,34,20,235
2022-04-01,Cambodia,0,204,90,40,24,0
2022-05-01,Cambodia,266,193,57,0,24,231
2022-06-01,Cambodia,0,238,87,37,17,0
2022-07-01,Cambodia,331,164,67,30,17,122
2022-08-01,Cambodia,217,149,41,19,15,127
2022-09-01,Cambodia,274,104,58,31,19,116
2022-10-01,Cambodia,287,168,67,35,20,222
2022-11-01,Cambodia,450,172,105,29,27,361
2022-12-01,Cambodia,295,196,83,48,19,124
2023-01-01,Cambodia,344,249,71,41,25,287
2023-02-01,Cambodia,355,202,0,0,20,305
2023-03-01,Cambodia,288,260,66,36,18,163
2013-09-01,Nepal,186,0,34,20,14,169
2013-10-01,Nepal,0,136,38,26,0,0
2013-11-01,Nepal,233,129,43,19,15,113
2013-12-01,Nepal,274,131,0,25,16,110
2014-01-01,Nepal,240,114,0,22,17,141
2014-02-01,Nepal,0,134,60,23,17,0
2014-03-01,Nepal,301,124,47,21,12,113
2014-04-01,Nepal,242,125,48,36,18,174
2014-05-01,Nepal,234,0,34,0,0,146
2014-06-01,Nepal,237,183,52,22,15,107
2014-07-01,Nepal,176,0,46,19,14,150
2014-08-01,Nepal,194,132,46,0,9,69
2014-09-01,Nepal,170,126,32,17,8,69
2014-10-01,Nepal,0,116,0,24,14,0
2014-11-01,Nepal,190,0,55,27,17,153
2014-12-01,Nepal,177,145,43,25,17,106
2015-01-01,Nepal,278,126,89,28,16,158
2015-02-01,Nepal,207,151,66,26,22,136
2015-03-01,Nepal,187,0,68,26,17,105
2015-04-01,Nepal,227,187,61,34,13,175
2015-05-01,Nepal,216,113,74,23,20,150
2015-06-01,Nepal,200,169,60,27,12,150
2015-07-01,Nepal,133,0,41,31,10,85
2015-08-01,Nepal,157,0,40,24,12,75
2015-09-01,Nepal,0,140,49,29,15,0
2015-10-01,Nepal,223,223,59,27,15,130
2015-11-01,Nepal,330,0,54,27,13,129
2015-12-01,Nepal,251,138,0,30,0,103
2016-01-01,Nepal,0,159,82,40,17,0
2016-02-01,Nepal,198,0,67,22,0,147
2016-03-01,Nepal,209,196,64,31,19,164
2016-04-01,Nepal,0,128,76,29,18,0
2016-05-01,Nepal,179,0,62,28,0,103
2016-06-01,Nepal,273,135,0,28,16,155
2016-07-01,Nepal,184,131,41,0,0,159
2016-08-01,Nepal,185,91,31,23,8,136
2016-09-01,Nepal,155,0,55,0,12,109
2016-10-01,Nepal,0,92,68,23,12,0
2016-11-01,Nepal,214,148,52,24,13,86
2016-12-01,Nepal,238,141,0,34,17,187
2017-01-01,Nepal,262,0,52,25,14,245
2017-02-01,Nepal,353,225,0,35,12,179
2017-03-01,Nepal,299,185,60,0,21,212
2017-04-01,Nepal,199,169,59,25,16,183
2017-05-01,Nepal,193,193,52,24,17,161
2017-06-01,Nepal,173,98,44,18,12,152
2017-07-01,Nepal,0,129,0,26,12,0
2017-08-01,Nepal,163,123,40,17,14,137
2017-09-01,Nepal,220,106,52,17,9,85
2017-10-01,Nepal,208,0,55,42,0,174
2017-11-01,Nepal,250,175,0,42,21,186
2017-12-01,Nepal,261,145,80,29,17,166
2018-01-01,Nepal,306,135,0,35,20,154
2018-02-01,Nepal,267,0,54,34,11,228
2018-03-01,Nepal,334,177,63,31,19,283
2018-04-01,Nepal,281,171,65,23,17,157
2018-05-01,Nepal,302,132,47,21,0,173
2018-06-01,Nepal,247,136,53,28,0,205
2018-07-01,Nepal,200,0,83,29,12,90
2018-08-01,Nepal,245,82,39,26,13,123
2018-09-01,Nepal,0,0,44,21,10,0
2018-10-01,Nepal,176,125,0,21,10,140
2018-11-01,Nepal,307,131,49,23,0,133
2018-12-01,Nepal,305,153,60,0,15,156
2019-01-01,Nepal,306,112,53,25,17,152
2019-02-01,Nepal,346,166,51,35,18,162
2019-03-01,Nepal,349,169,71,37,16,204
2019-04-01,Nepal,0,119,56,33,17,0
2019-05-01,Nepal,182,122,65,34,15,122
2019-06-01,Nepal,211,163,45,20,10,76
2019-07-01,Nepal,0,143,48,21,11,0
2019-08-01,Nepal,271,176,75,31,20,125
2019-09-01,Nepal,0,157,71,27,0,0
2019-10-01,Nepal,0,205,52,29,12,0
2019-11-01,Nepal,346,99,73,35,17,186
2019-12-01,Nepal,253,0,57,28,17,120
2020-01-01,Nepal,343,0,65,37,23,221
2020-02-01,Nepal,256,187,55,38,13,202
2020-03-01,Nepal,339,0,72,26,20,184
2020-04-01,Nepal,273,154,55,27,0,245
2020-05-01,Nepal,240,121,65,35,18,98
2020-06-01,Nepal,266,136,44,29,14,135
2020-07-01,Nepal,157,172,42,25,0,119
